manufacturer,aspiration,doors,body,drive,engine_location,engine_type,cylinders,fuel_system,horsepower,peak_rpm,city_mpg,highway_mpg,price,diesel,gas
nissan,turbo,four,sedan,rwd,front,l,six,mpfi,110.0,5500.0,17,32,10698.0,0,1
nissan,turbo,four,hatchback,fwd,front,ohc,four,idi,69.0,5200.0,18,25,8948.0,0,1
chevrolet,std,four,hatchback,rwd,front,ohc,four,spdi,55.0,4150.0,16,22,20970.0,0,1
subaru,turbo,four,sedan,rwd,front,ohc,four,2bbl,101.0,4750.0,35,25,8921.0,0,1
mazda,std,four,hatchback,rwd,front,l,five,2bbl,69.0,4800.0,31,41,5572.0,0,1
nissan,std,two,sedan,fwd,front,ohc,five,2bbl,114.0,6000.0,30,26,9549.0,0,1
dodge,std,four,wagon,fwd,front,ohc,four,2bbl,207.0,5000.0,26,36,12290.0,0,1
bmw,std,two,hatchback,fwd,front,ohc,four,mpfi,145.0,5200.0,38,38,18950.0,1,0
saab,turbo,two,sedan,rwd,front,dohc,four,1bbl,68.0,4500.0,19,25,12290.0,1,0
toyota,std,two,sedan,rwd,front,ohcv,four,mpfi,95.0,4800.0,26,22,6849.0,0,1
subaru,turbo,two,sedan,rwd,front,ohc,four,idi,76.0,5400.0,31,24,7299.0,0,1
subaru,std,four,wagon,fwd,front,ohc,four,mpfi,76.0,5800.0,24,28,28248.0,0,1
dodge,std,two,wagon,fwd,front,ohc,four,mpfi,82.0,5800.0,30,53,36880.0,0,1
nissan,std,two,hatchback,fwd,front,ohc,four,1bbl,101.0,5800.0,30,31,7609.0,0,1
plymouth,std,two,sedan,fwd,front,ohc,four,mpfi,70.0,4800.0,27,30,18280.0,0,1
dodge,std,four,sedan,rwd,front,ohc,four,2bbl,90.0,5250.0,28,33,10295.0,0,1
toyota,std,four,sedan,fwd,front,rotor,four,mpfi,97.0,4800.0,20,32,12629.0,1,0
toyota,std,four,hatchback,rwd,front,ohc,four,2bbl,154.0,5800.0,26,23,7603.0,0,1
mazda,std,four,hatchback,fwd,front,l,twelve,mpfi,69.0,5500.0,19,31,6938.0,0,1
peugot,std,four,sedan,rwd,front,dohc,four,2bbl,135.0,6600.0,30,24,7799.0,0,1
subaru,std,two,sedan,fwd,front,ohc,four,mpfi,68.0,6000.0,22,26,32250.0,0,1
honda,std,two,sedan,fwd,front,ohcf,four,2bbl,76.0,5200.0,17,54,9233.0,0,1
subaru,std,four,wagon,rwd,front,ohc,four,mpfi,86.0,5000.0,30,30,6189.0,0,1
saab,turbo,two,sedan,fwd,front,ohc,four,mpfi,200.0,5500.0,22,32,8058.0,0,1
mazda,std,two,sedan,fwd,front,ohc,four,mpfi,68.0,5400.0,17,28,7609.0,1,0
mazda,turbo,four,hatchback,fwd,front,ohc,four,mpfi,143.0,4650.0,21,29,9988.0,0,1
toyota,std,two,sedan,rwd,front,ohc,four,idi,100.0,5500.0,15,38,7499.0,0,1
mitsubishi,turbo,two,sedan,fwd,front,ohc,four,spdi,64.0,5250.0,31,39,11248.0,0,1
toyota,std,four,hatchback,fwd,front,ohc,six,mpfi,102.0,5500.0,19,36,7898.0,0,1
jaguar,turbo,two,sedan,rwd,front,l,four,1bbl,84.0,4200.0,37,31,10945.0,0,1
alfa-romero,turbo,two,sedan,rwd,front,ohc,four,2bbl,114.0,5200.0,19,31,11900.0,0,1
mazda,std,four,sedan,rwd,front,ohc,four,mpfi,90.0,4800.0,31,34,5195.0,0,1
honda,std,four,hatchback,fwd,front,ohc,four,mpfi,94.0,5400.0,30,24,9279.0,0,1
toyota,std,two,hatchback,rwd,front,ohc,four,2bbl,207.0,5500.0,19,29,7126.0,0,1
mercedes-benz,std,four,sedan,fwd,front,ohc,four,mpfi,121.0,4800.0,27,28,6575.0,0,1
mercedes-benz,std,four,hatchback,rwd,front,ohcf,four,mpfi,92.0,5125.369458128079,17,32,13860.0,0,1
subaru,std,four,sedan,fwd,front,ohc,four,1bbl,152.0,5200.0,31,32,31600.0,0,1
volvo,std,four,sedan,fwd,front,ohc,four,mpfi,72.0,4800.0,37,24,12945.0,0,1
dodge,std,two,hatchback,rwd,front,ohcv,four,2bbl,160.0,5100.0,37,32,6338.0,0,1
mitsubishi,std,four,hatchback,fwd,front,ohc,six,mpfi,95.0,4400.0,16,33,16500.0,0,1
toyota,std,four,sedan,fwd,front,ohc,four,2bbl,104.256157635468,5800.0,24,19,12945.0,0,1
nissan,std,two,sedan,rwd,front,ohc,four,mpfi,92.0,5000.0,37,30,9258.0,0,1
alfa-romero,std,two,convertible,rwd,front,ohc,four,mpfi,162.0,5200.0,24,38,17950.0,0,1
volvo,std,four,hatchback,fwd,front,ohc,four,2bbl,114.0,5250.0,27,18,8495.0,0,1
honda,std,four,hatchback,rwd,front,dohc,four,mpfi,102.0,5500.0,26,25,13295.0,0,1
plymouth,std,four,sedan,rwd,front,ohc,two,idi,102.0,4800.0,19,31,8949.0,0,1
nissan,std,two,sedan,fwd,front,ohc,five,idi,145.0,5500.0,31,30,6849.0,0,1
toyota,std,two,wagon,fwd,front,l,four,mpfi,90.0,5400.0,38,29,6649.0,0,1
honda,std,four,sedan,fwd,front,ohc,four,2bbl,88.0,5200.0,24,38,16925.0,0,1
toyota,std,two,sedan,rwd,front,ohcf,four,spdi,58.0,5200.0,23,31,9495.0,0,1
nissan,std,two,hatchback,fwd,front,ohc,four,mpfi,86.0,5500.0,31,47,6479.0,0,1
nissan,std,two,hatchback,fwd,front,dohc,four,idi,70.0,5500.0,35,28,5151.0,0,1
volkswagen,std,two,hatchback,rwd,front,ohcf,four,2bbl,101.0,5250.0,31,24,7689.0,0,1
mercedes-benz,std,two,hatchback,fwd,front,ohc,five,mpfi,70.0,5800.0,31,24,8949.0,1,0
peugot,std,two,sedan,fwd,front,ohc,four,2bbl,114.0,5000.0,31,31,11259.0,0,1
mercedes-benz,std,four,hatchback,fwd,front,ohcf,four,mpfi,114.0,4250.0,31,25,13415.0,0,1
dodge,std,two,hatchback,rwd,front,ohc,four,mpfi,62.0,4150.0,38,37,16500.0,0,1
mazda,std,four,sedan,rwd,front,ohc,six,2bbl,68.0,5000.0,29,32,6918.0,0,1
alfa-romero,std,two,sedan,fwd,front,ohc,four,mpfi,116.0,5500.0,24,24,9095.0,0,1
toyota,std,four,hatchback,fwd,front,ohc,five,mpfi,97.0,4800.0,24,16,11549.0,0,1
toyota,std,four,hatchback,fwd,front,ohc,four,mpfi,160.0,5500.0,33,17,7299.0,0,1
honda,std,two,hatchback,fwd,front,dohc,four,1bbl,116.0,4650.0,27,30,7898.0,0,1
renault,std,four,sedan,fwd,front,ohc,four,2bbl,112.0,5500.0,24,30,6695.0,1,0
toyota,std,four,hatchback,fwd,front,ohcv,four,spdi,143.0,5000.0,27,33,7499.0,0,1
mitsubishi,turbo,four,sedan,fwd,front,ohc,four,idi,70.0,5200.0,17,38,11248.0,0,1
nissan,std,two,hatchback,rwd,front,ohc,four,mpfi,123.0,4750.0,21,33,9960.0,0,1
saab,std,two,wagon,fwd,front,ohc,four,mpfi,76.0,5250.0,20,43,34184.0,0,1
peugot,std,four,sedan,rwd,front,ohc,four,mpfi,184.0,5500.0,27,34,5118.0,1,0
volvo,std,four,hardtop,4wd,front,ohc,four,2bbl,86.0,5200.0,18,32,34028.0,0,1
mitsubishi,turbo,four,hatchback,rwd,front,ohc,four,mpfi,104.256157635468,4150.0,19,37,7788.0,0,1
subaru,turbo,four,convertible,rwd,front,ohc,six,2bbl,86.0,4800.0,30,22,9959.0,0,1
volvo,std,four,hatchback,4wd,front,ohc,four,mpfi,68.0,5000.0,26,25,10345.0,0,1
toyota,std,four,sedan,rwd,front,ohc,six,mpfi,86.0,4800.0,16,34,6229.0,0,1
alfa-romero,std,two,hatchback,fwd,front,dohc,six,2bbl,68.0,4800.0,25,43,11199.0,0,1
mazda,std,two,sedan,rwd,front,ohc,four,2bbl,97.0,5200.0,31,25,12290.0,0,1
mercedes-benz,std,two,sedan,rwd,front,ohcv,four,2bbl,69.0,4800.0,47,38,11248.0,1,0
toyota,std,two,hatchback,fwd,front,ohc,six,2bbl,84.0,5500.0,23,29,41315.0,0,1
honda,std,two,convertible,fwd,front,ohc,four,mpfi,140.0,4800.0,24,38,20970.0,0,1
subaru,std,four,hatchback,fwd,rear,ohc,four,idi,134.0,5125.369458128079,24,22,8195.0,1,0
nissan,std,four,sedan,rwd,front,ohc,four,mpfi,101.0,5800.0,28,29,12964.0,0,1
chevrolet,turbo,two,hatchback,fwd,front,ohc,four,1bbl,82.0,5500.0,19,32,32250.0,0,1
toyota,std,two,hatchback,fwd,front,ohcv,five,mpfi,116.0,4800.0,24,30,11259.0,0,1
mazda,std,four,sedan,rwd,front,ohc,twelve,mpfi,110.0,5500.0,27,32,15998.0,0,1
toyota,std,four,hatchback,fwd,front,ohcf,four,2bbl,110.0,5000.0,19,31,8358.0,0,1
mazda,std,four,sedan,rwd,front,ohc,four,2bbl,116.0,5500.0,19,38,6338.0,0,1
peugot,std,four,hatchback,fwd,front,ohc,six,mpfi,76.0,5500.0,25,22,19699.0,1,0
peugot,turbo,two,sedan,rwd,front,ohc,six,2bbl,152.0,5800.0,16,34,23875.0,0,1
porsche,std,four,sedan,fwd,front,ohc,six,mpfi,184.0,5000.0,30,25,6785.0,0,1
bmw,std,two,sedan,4wd,front,ohc,four,2bbl,95.0,5000.0,27,25,9980.0,0,1
volvo,std,four,sedan,rwd,front,dohc,four,2bbl,82.0,6000.0,18,31,18920.0,0,1
saab,std,four,sedan,rwd,front,ohc,four,mpfi,84.0,4350.0,38,34,6692.0,0,1
subaru,std,two,hatchback,fwd,front,ohc,four,2bbl,82.0,5900.0,17,25,8495.0,0,1
volkswagen,std,four,sedan,rwd,front,ohc,four,mpfi,123.0,5800.0,24,30,5151.0,1,0
volvo,std,four,sedan,rwd,front,ohcv,four,mpfi,110.0,5800.0,31,38,12940.0,0,1
peugot,std,four,sedan,rwd,front,ohc,four,1bbl,101.0,5000.0,21,29,7499.0,0,1
toyota,std,two,wagon,rwd,front,ohc,four,2bbl,88.0,4400.0,19,25,36000.0,0,1
nissan,std,four,sedan,fwd,front,ohc,four,2bbl,145.0,5400.0,37,29,31600.0,0,1
mazda,std,four,hatchback,fwd,front,ohc,four,2bbl,95.0,5100.0,19,25,7898.0,0,1
volkswagen,std,two,sedan,fwd,front,dohc,four,mpfi,82.0,4800.0,38,54,7895.0,0,1
peugot,std,two,sedan,fwd,front,ohc,four,mpfi,101.0,4800.0,21,27,17950.0,0,1
toyota,std,four,hatchback,4wd,front,ohc,four,mpfi,145.0,4750.0,23,33,11048.0,0,1
peugot,std,four,wagon,fwd,rear,ohc,four,mpfi,110.0,5250.0,38,34,11549.0,0,1
toyota,std,four,sedan,fwd,front,ohc,four,mpfi,69.0,5500.0,22,20,7788.0,0,1
saab,std,four,wagon,rwd,front,ohc,eight,mpfi,114.0,5400.0,19,34,5572.0,0,1
saab,std,two,convertible,rwd,front,ohc,four,mpfi,182.0,4800.0,31,34,5399.0,1,0
mercedes-benz,turbo,four,hatchback,rwd,front,ohc,eight,mpfi,116.0,4800.0,30,25,6989.0,1,0
audi,std,two,wagon,rwd,front,rotor,six,2bbl,94.0,4500.0,29,47,8358.0,0,1
toyota,std,four,sedan,fwd,front,ohc,four,2bbl,114.0,6000.0,27,20,9895.0,0,1
toyota,turbo,four,sedan,rwd,front,ohcf,four,2bbl,73.0,5100.0,30,30,8558.0,1,0
toyota,std,four,sedan,4wd,front,rotor,four,2bbl,160.0,5400.0,24,37,9295.0,0,1
bmw,std,four,sedan,fwd,front,ohc,four,mpfi,72.0,4200.0,30,18,13950.0,0,1
subaru,std,four,sedan,rwd,front,ohc,four,mpfi,69.0,5800.0,19,36,13295.0,0,1
subaru,std,four,sedan,fwd,front,ohcv,four,2bbl,116.0,5000.0,19,24,15690.0,0,1
volkswagen,std,two,sedan,rwd,front,ohcv,four,2bbl,114.0,5000.0,21,38,12945.0,0,1
subaru,std,four,hatchback,rwd,front,ohc,four,2bbl,94.0,5000.0,14,24,10898.0,0,1
toyota,std,four,sedan,fwd,front,ohc,six,idi,145.0,5500.0,31,29,6488.0,0,1
toyota,std,four,sedan,fwd,front,l,four,idi,116.0,5000.0,19,25,14399.0,0,1
dodge,std,two,hatchback,fwd,front,ohc,four,2bbl,156.0,6000.0,38,23,7295.0,0,1
toyota,std,four,sedan,fwd,front,dohc,four,mpfi,135.0,6000.0,23,37,13295.0,1,0
toyota,turbo,two,hardtop,fwd,front,ohcf,five,mpfi,90.0,4500.0,27,25,10198.0,1,0
toyota,std,four,wagon,fwd,front,dohc,four,mpfi,58.0,5500.0,31,26,11694.0,0,1
renault,turbo,two,hatchback,fwd,front,ohc,four,2bbl,152.0,5500.0,31,25,11245.0,0,1
porsche,std,four,sedan,fwd,front,l,four,mpfi,160.0,5000.0,29,24,16900.0,0,1
toyota,std,four,wagon,rwd,front,ohc,four,mpfi,84.0,5200.0,19,28,8921.0,0,1
dodge,std,four,sedan,fwd,front,ohc,four,2bbl,110.0,5100.0,19,37,9495.0,0,1
mazda,std,two,sedan,rwd,front,ohcf,four,2bbl,82.0,4800.0,19,27,13950.0,0,1
nissan,std,two,sedan,fwd,front,ohc,four,mpfi,121.0,4400.0,25,28,11850.0,0,1
volkswagen,std,four,wagon,rwd,front,ohc,four,mpfi,86.0,5200.0,27,25,11245.0,1,0
audi,turbo,four,hatchback,fwd,front,ohc,four,mpfi,123.0,5200.0,24,25,7775.0,0,1
mercedes-benz,std,four,sedan,fwd,front,dohc,four,mpfi,92.0,5500.0,16,30,7775.0,1,0
peugot,std,two,hatchback,rwd,front,ohc,four,mpfi,123.0,5200.0,19,30,17669.0,0,1
toyota,turbo,four,sedan,fwd,front,ohc,six,mpfi,69.0,5500.0,23,28,9095.0,0,1
bmw,std,four,hatchback,fwd,front,ohc,four,2bbl,104.256157635468,5000.0,19,22,8238.0,1,0
mazda,std,four,sedan,fwd,front,l,four,mpfi,69.0,5200.0,29,37,15250.0,0,1
saab,std,four,sedan,rwd,front,ohc,four,2bbl,155.0,6000.0,24,34,7895.0,0,1
audi,std,four,sedan,fwd,front,ohc,four,mpfi,88.0,4150.0,19,34,12290.0,0,1
nissan,std,four,wagon,fwd,front,ohc,four,2bbl,115.0,5500.0,21,32,9995.0,0,1
mazda,std,four,hardtop,fwd,front,ohc,eight,2bbl,123.0,5000.0,17,20,22018.0,0,1
volvo,std,two,sedan,fwd,front,ohc,four,spdi,176.0,5250.0,23,32,7463.0,0,1
volkswagen,std,four,wagon,fwd,front,ohc,four,2bbl,86.0,5800.0,26,24,9959.0,0,1
porsche,turbo,four,sedan,rwd,front,dohc,four,2bbl,152.0,4800.0,19,24,10945.0,0,1
volvo,std,four,sedan,fwd,front,l,six,mpfi,68.0,4800.0,26,32,18150.0,0,1
peugot,std,four,wagon,rwd,front,ohc,four,spdi,56.0,4350.0,23,19,17669.0,0,1
mazda,std,four,hatchback,fwd,front,ohc,five,2bbl,73.0,5500.0,24,38,8189.0,0,1
audi,std,four,hatchback,rwd,front,l,four,mpfi,101.0,4250.0,21,25,9988.0,1,0
honda,std,two,hardtop,fwd,front,ohc,four,2bbl,82.0,5250.0,31,28,13645.0,1,0
volkswagen,std,two,hatchback,fwd,front,ohcv,four,2bbl,52.0,5000.0,25,28,7129.0,1,0
toyota,std,two,hatchback,fwd,front,ohc,four,mpfi,102.0,4800.0,31,28,16900.0,1,0
toyota,std,two,wagon,fwd,front,ohc,four,mpfi,114.0,4800.0,38,16,7775.0,0,1
toyota,std,four,hatchback,fwd,front,ohc,four,mpfi,95.0,5400.0,25,37,9295.0,0,1
volkswagen,turbo,two,convertible,fwd,front,ohc,four,mpfi,76.0,6000.0,17,25,6295.0,1,0
alfa-romero,std,two,hatchback,rwd,front,ohc,six,mpfi,184.0,6000.0,24,30,7099.0,0,1
nissan,std,four,sedan,fwd,front,ohc,four,mpfi,69.0,4800.0,27,37,6692.0,0,1
subaru,std,four,sedan,fwd,front,ohc,four,2bbl,97.0,6000.0,19,37,18150.0,1,0
peugot,std,four,sedan,fwd,front,ohcv,five,spdi,262.0,4800.0,22,25,7788.0,0,1
honda,std,four,hardtop,fwd,front,ohc,four,2bbl,140.0,5500.0,21,33,16558.0,0,1
toyota,std,four,sedan,rwd,front,ohc,six,mpfi,70.0,4350.0,21,20,6855.0,0,1
audi,std,four,wagon,rwd,front,dohc,six,2bbl,73.0,5000.0,31,32,7609.0,0,1
dodge,std,four,sedan,fwd,front,ohcf,four,2bbl,101.0,4800.0,37,24,10198.0,0,1
honda,std,two,hatchback,rwd,front,ohc,four,mpfi,110.0,5500.0,29,22,37028.0,0,1
mitsubishi,std,two,sedan,fwd,front,ohc,four,2bbl,69.0,4800.0,31,23,45400.0,1,0
porsche,turbo,four,sedan,fwd,front,ohcf,four,idi,102.0,4800.0,25,36,5499.0,1,0
subaru,std,four,sedan,fwd,front,dohc,four,mpfi,104.256157635468,5500.0,31,46,8558.0,0,1
nissan,std,four,sedan,fwd,front,ohc,five,2bbl,156.0,5900.0,17,42,7295.0,1,0
peugot,std,four,hatchback,fwd,front,ohcv,eight,2bbl,72.0,5200.0,23,24,6938.0,0,1
toyota,turbo,four,hatchback,fwd,front,ohc,four,mpfi,68.0,4200.0,31,28,6095.0,0,1
dodge,std,four,sedan,4wd,front,rotor,five,mpfi,111.0,5800.0,34,34,7995.0,0,1
volkswagen,std,four,sedan,rwd,front,ohc,five,spdi,62.0,4150.0,19,30,9298.0,0,1
porsche,std,four,sedan,fwd,front,ohc,five,idi,115.0,5200.0,30,29,5399.0,1,0
toyota,std,four,sedan,fwd,front,ohcv,four,2bbl,90.0,5400.0,31,24,8195.0,0,1
honda,std,four,convertible,rwd,front,ohc,four,2bbl,111.0,5500.0,26,38,6989.0,0,1
honda,std,four,hatchback,rwd,front,ohc,four,mpfi,155.0,4800.0,23,29,11900.0,0,1
volvo,std,four,sedan,fwd,front,ohc,six,mpfi,97.0,4800.0,24,32,22625.0,0,1
honda,std,four,wagon,rwd,front,ohcv,four,spdi,112.0,5800.0,24,34,9980.0,0,1
bmw,turbo,four,wagon,fwd,front,ohcv,two,mpfi,114.0,5500.0,19,32,18150.0,0,1
nissan,std,two,sedan,fwd,front,ohcf,four,4bbl,162.0,5000.0,35,32,6669.0,0,1
dodge,std,two,hatchback,fwd,front,ohc,four,mpfi,145.0,5200.0,21,38,9959.0,0,1
toyota,std,two,sedan,fwd,front,ohc,four,mpfi,92.0,5800.0,27,39,7499.0,0,1
audi,std,two,sedan,fwd,front,ohc,four,2bbl,60.0,5000.0,17,34,18399.0,1,0
bmw,std,four,sedan,fwd,front,ohc,four,mpfi,82.0,5400.0,27,24,21105.0,0,1
peugot,std,two,sedan,fwd,front,ohc,four,2bbl,114.0,6000.0,25,20,8949.0,0,1
honda,std,two,sedan,fwd,front,ohc,six,2bbl,102.0,4150.0,19,32,13645.0,0,1
nissan,std,two,wagon,fwd,front,ohc,four,mpfi,116.0,5200.0,38,22,17669.0,0,1
plymouth,std,four,hatchback,rwd,front,l,four,mpfi,121.0,5500.0,13,32,7898.0,1,0
toyota,std,four,hatchback,fwd,front,ohc,four,1bbl,176.0,5500.0,27,32,17075.0,0,1
mitsubishi,std,four,hardtop,fwd,front,ohcv,four,1bbl,84.0,5500.0,17,19,6692.0,0,1
porsche,std,four,wagon,rwd,front,dohc,four,2bbl,70.0,4800.0,38,30,12764.0,0,1
mazda,std,four,sedan,4wd,front,ohc,four,4bbl,52.0,4800.0,28,26,11259.0,0,1
toyota,std,two,wagon,fwd,front,ohc,four,idi,112.0,5400.0,19,34,15580.0,0,1
mercedes-benz,turbo,two,wagon,fwd,front,ohc,four,mpfi,76.0,5500.0,31,29,17710.0,0,1
porsche,std,two,sedan,fwd,front,ohc,four,2bbl,154.0,5000.0,13,22,8845.0,0,1
nissan,std,four,sedan,fwd,front,ohc,four,2bbl,123.0,4800.0,23,32,16630.0,0,1
jaguar,std,two,wagon,fwd,front,ohc,six,mpfi,92.0,4800.0,17,25,12440.0,0,1
nissan,std,four,hatchback,rwd,front,ohc,four,mpfi,62.0,5250.0,19,30,18620.0,0,1
peugot,std,four,hatchback,fwd,front,ohc,four,2bbl,88.0,5500.0,30,37,6989.0,0,1
mazda,std,two,sedan,fwd,front,ohcf,four,mpfi,160.0,5250.0,19,37,9298.0,0,1
dodge,std,two,hatchback,fwd,front,rotor,four,idi,116.0,4800.0,30,27,10945.0,0,1
nissan,std,two,sedan,fwd,front,ohc,six,1bbl,70.0,5000.0,30,25,7609.0,0,1
plymouth,std,four,hatchback,fwd,front,ohc,five,spdi,155.0,5500.0,25,25,22625.0,0,1
honda,std,four,hatchback,fwd,front,ohc,four,2bbl,68.0,5000.0,28,20,16695.0,0,1
mazda,turbo,four,hatchback,fwd,front,ohc,four,mpfi,110.0,5400.0,31,24,7775.0,0,1
nissan,std,two,hatchback,fwd,front,ohcf,six,1bbl,92.0,4800.0,49,25,8495.0,0,1
peugot,std,four,hatchback,4wd,front,dohc,four,2bbl,156.0,4800.0,31,29,7395.0,1,0
peugot,std,four,hatchback,4wd,front,ohc,four,2bbl,69.0,5000.0,26,37,6377.0,0,1
audi,std,four,sedan,fwd,front,ohc,four,idi,68.0,5500.0,28,38,6189.0,0,1
honda,turbo,four,sedan,fwd,front,ohc,four,mpfi,85.0,4150.0,27,30,6669.0,0,1
dodge,std,two,wagon,fwd,front,ohc,four,2bbl,90.0,5200.0,21,39,35056.0,0,1
nissan,std,two,sedan,fwd,front,ohc,four,2bbl,90.0,4800.0,27,38,6785.0,1,0
volvo,turbo,four,hatchback,fwd,front,ohcf,eight,mpfi,102.0,5200.0,23,33,21485.0,1,0
bmw,turbo,four,hatchback,rwd,front,dohc,four,mpfi,85.0,5500.0,31,42,16430.0,1,0
volvo,std,four,sedan,fwd,front,ohc,four,mpfi,101.0,5400.0,19,37,9960.0,0,1
dodge,std,two,sedan,fwd,front,ohcv,four,2bbl,145.0,5125.369458128079,23,37,18950.0,0,1
volvo,std,two,sedan,fwd,front,ohc,four,2bbl,102.0,5500.0,26,34,13415.0,0,1
mazda,std,two,sedan,fwd,front,l,four,2bbl,110.0,5900.0,47,24,7689.0,1,0
mercedes-benz,std,two,hatchback,fwd,front,ohc,four,1bbl,114.0,5500.0,19,24,5399.0,0,1
toyota,std,four,sedan,fwd,front,ohc,four,mpfi,95.0,4500.0,38,25,7295.0,0,1
peugot,turbo,four,hatchback,rwd,front,ohc,four,spfi,114.0,5250.0,19,23,18150.0,0,1
toyota,std,four,hatchback,fwd,front,ohcf,five,2bbl,88.0,6000.0,37,28,9549.0,0,1
honda,std,two,sedan,rwd,front,ohc,four,mpfi,104.256157635468,4800.0,31,32,19045.0,1,0
nissan,std,two,sedan,fwd,front,ohc,four,mpfi,48.0,4800.0,27,22,15985.0,0,1
nissan,std,two,hatchback,fwd,front,ohcf,four,mpfi,68.0,4350.0,19,25,12940.0,0,1
mitsubishi,std,four,hatchback,rwd,front,rotor,five,spdi,161.0,5000.0,18,27,36880.0,1,0
mitsubishi,std,four,hatchback,fwd,front,ohc,four,spdi,68.0,5250.0,19,38,18399.0,0,1
mazda,std,four,sedan,rwd,front,ohc,four,mpfi,143.0,5000.0,21,23,15645.0,0,1
volkswagen,std,two,sedan,fwd,front,ohc,eight,2bbl,52.0,4750.0,38,28,6229.0,0,1
audi,std,four,hatchback,rwd,front,dohc,four,2bbl,90.0,5250.0,29,42,6649.0,0,1
porsche,std,four,hatchback,fwd,front,ohc,four,mpfi,116.0,5000.0,31,38,7999.0,0,1
mazda,std,four,sedan,rwd,front,rotor,five,mpfi,62.0,5000.0,31,33,9989.0,0,1
toyota,std,two,hatchback,fwd,front,ohcf,four,mpfi,160.0,5200.0,19,30,16630.0,0,1
toyota,turbo,two,hardtop,4wd,front,ohc,four,mpfi,86.0,5200.0,16,34,16503.0,1,0
subaru,std,four,sedan,fwd,front,ohc,six,2bbl,95.0,4250.0,24,34,45400.0,0,1
mazda,std,four,sedan,rwd,front,ohc,four,mpfi,95.0,5000.0,19,34,22625.0,0,1
volvo,std,two,hatchback,rwd,front,ohc,six,mpfi,140.0,5000.0,34,30,11048.0,0,1
mitsubishi,std,two,wagon,fwd,front,ohc,four,mpfi,69.0,5000.0,26,28,7999.0,0,1
alfa-romero,std,two,hatchback,fwd,front,ohc,four,2bbl,70.0,5000.0,19,28,10898.0,1,0
peugot,std,two,sedan,fwd,front,ohc,four,2bbl,68.0,5900.0,26,25,7995.0,0,1
honda,std,four,wagon,rwd,front,ohc,four,2bbl,116.0,5800.0,25,25,25552.0,0,1
alfa-romero,turbo,four,sedan,rwd,front,ohc,four,4bbl,69.0,6000.0,25,26,7975.0,1,0
plymouth,turbo,two,sedan,fwd,front,ohc,four,spdi,88.0,5000.0,31,31,17075.0,0,1
honda,std,two,sedan,fwd,front,dohc,four,2bbl,84.0,5400.0,19,25,16500.0,1,0
nissan,turbo,two,hatchback,rwd,front,ohcf,four,mpfi,110.0,4150.0,27,37,8949.0,0,1
bmw,std,two,sedan,rwd,front,ohc,six,mpfi,111.0,4200.0,31,24,8921.0,1,0
mazda,std,four,wagon,fwd,front,ohc,six,2bbl,111.0,4350.0,19,38,8449.0,0,1
volvo,std,two,sedan,fwd,front,ohc,four,2bbl,102.0,5500.0,13,29,6649.0,0,1
mitsubishi,turbo,two,sedan,fwd,front,ohc,four,2bbl,68.0,5300.0,45,32,5151.0,1,0
toyota,turbo,four,wagon,fwd,front,ohcf,four,mpfi,176.0,6000.0,25,28,8845.0,0,1
bmw,std,two,hatchback,rwd,front,ohc,four,2bbl,68.0,5400.0,24,23,6488.0,0,1
nissan,std,four,wagon,fwd,front,ohcf,six,mpfi,104.256157635468,5200.0,27,24,17950.0,1,0
dodge,std,four,hatchback,fwd,front,ohc,six,mpfi,155.0,5400.0,23,37,6488.0,0,1
porsche,std,four,hatchback,fwd,front,ohc,four,mpfi,176.0,5250.0,19,29,9298.0,0,1
peugot,std,two,sedan,fwd,front,ohc,four,2bbl,145.0,6000.0,17,53,41315.0,1,0
saab,std,four,hardtop,rwd,front,ohc,four,spdi,69.0,5400.0,19,30,30760.0,0,1
toyota,std,four,hatchback,fwd,front,ohc,four,mpfi,155.0,5200.0,19,28,15690.0,0,1
volkswagen,std,four,sedan,fwd,rear,ohc,six,mpfi,76.0,4500.0,26,34,22470.0,1,0
mitsubishi,std,four,wagon,rwd,front,ohcf,four,2bbl,68.0,6600.0,37,28,5389.0,0,1
toyota,std,two,hatchback,fwd,front,ohcf,four,mpfi,86.0,4250.0,19,33,6338.0,0,1
toyota,std,two,sedan,rwd,front,ohc,five,mpfi,104.256157635468,5000.0,24,34,7295.0,0,1
nissan,std,two,hatchback,4wd,front,ohcf,two,2bbl,68.0,5000.0,15,37,15510.0,1,0
toyota,std,two,sedan,fwd,front,ohc,five,mpfi,162.0,5000.0,26,34,8778.0,0,1
honda,std,two,sedan,fwd,front,ohc,four,1bbl,207.0,5500.0,23,25,7499.0,0,1
mercedes-benz,std,four,sedan,rwd,front,ohc,four,1bbl,95.0,4400.0,19,25,7788.0,1,0
peugot,std,four,sedan,fwd,front,ohc,four,mpfi,140.0,5000.0,19,32,15580.0,0,1
mitsubishi,std,two,hatchback,rwd,front,ohc,four,2bbl,121.0,5200.0,22,32,7775.0,0,1
mazda,std,two,hatchback,fwd,front,ohc,four,2bbl,86.0,4500.0,31,29,9298.0,0,1
mazda,std,two,hardtop,fwd,front,l,four,mpfi,52.0,5500.0,19,38,35056.0,0,1
toyota,turbo,two,hatchback,rwd,front,ohc,six,mpfi,154.0,5000.0,25,34,10595.0,0,1
volvo,turbo,two,hatchback,rwd,front,ohcf,four,1bbl,62.0,4500.0,27,28,12940.0,0,1
