symboling,normalized-losses,make,aspiration,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,city-L/100km,horsepower-binned,diesel,gas
0,118,mazda,std,two,wagon,rwd,front,107.9,0.7991350312349833,0.9111111111111108,56.5,2212,ohcv,five,110,mpfi,3.35,3.4,9.5,69.0,5500.0,26,41,8013.0,7.580645161290323,High,0,1
-1,145,volvo,std,two,sedan,rwd,front,95.7,0.9735703988467084,0.9055555555555556,54.5,2818,ohc,four,122,2bbl,3.43,3.19,7.5,86.0,5000.0,31,23,24565.0,12.36842105263158,Low,0,1
1,65,nissan,turbo,four,sedan,rwd,front,97.2,0.9024507448342144,0.9291666666666668,55.1,2414,ohc,four,130,mpfi,3.329751243781096,3.39,9.6,95.0,4800.0,26,38,7799.0,8.392857142857142,Low,0,1
0,106,mercedes-benz,turbo,four,hardtop,fwd,front,98.8,0.8111484863046613,0.9236111111111112,53.3,3131,ohc,four,109,2bbl,3.15,3.47,8.3,121.0,4800.0,27,28,17950.0,10.217391304347826,Low,0,1
1,104,honda,std,two,sedan,4wd,front,96.5,0.7962518020182604,0.9236111111111112,53.7,3252,ohc,four,121,2bbl,2.97,3.15,9.2,85.0,5500.0,26,42,11245.0,7.580645161290323,High,0,1
2,122,toyota,std,four,sedan,fwd,front,97.3,0.8265257087938491,0.9333333333333332,56.7,4066,ohcf,four,234,2bbl,3.35,2.87,9.3,69.0,5500.0,23,30,18620.0,11.190476190476188,Low,0,0
1,107,toyota,std,two,sedan,fwd,front,96.0,0.8202787121576165,0.8875,55.7,3075,ohc,two,98,spdi,3.62,3.27,22.5,78.0,5500.0,37,34,20970.0,9.791666666666666,Low,0,1
0,128,plymouth,std,two,wagon,fwd,front,109.1,0.8664103796251803,0.8999999999999999,50.8,1890,ohc,two,122,2bbl,3.01,3.4,9.2,121.0,5400.0,19,33,35056.0,12.36842105263158,Low,0,1
1,77,alfa-romero,std,two,wagon,fwd,front,88.6,0.8428640076886112,0.8944444444444445,53.0,2190,ohc,four,122,2bbl,3.15,3.27,7.7,110.0,4150.0,23,46,6229.0,12.36842105263158,Medium,0,1
0,104,volkswagen,std,four,hatchback,rwd,front,100.4,0.8664103796251803,0.9236111111111112,50.6,1950,ohcv,four,92,2bbl,3.05,3.19,7.6,200.0,5250.0,26,28,25552.0,11.75,Low,0,1
0,122,honda,std,two,wagon,fwd,front,93.7,0.8817876021143681,0.8861111111111111,50.2,2128,ohc,four,120,mpfi,3.33,3.07,10.0,95.0,4500.0,17,24,13499.0,12.36842105263158,Medium,0,0
1,122,peugot,std,four,wagon,fwd,front,97.3,0.8428640076886112,0.8944444444444445,56.2,2289,ohc,four,91,2bbl,3.15,3.1,9.2,70.0,5900.0,38,25,32250.0,7.833333333333332,Medium,0,1
2,102,alfa-romero,std,two,hatchback,fwd,front,94.5,0.957232099951946,0.8902777777777777,49.6,3139,dohc,four,194,mpfi,2.97,3.39,8.6,68.0,5500.0,26,53,18280.0,8.392857142857142,Medium,0,1
0,134,mercedes-benz,std,four,sedan,fwd,front,105.8,0.8250840941854877,0.9763888888888888,52.0,3505,ohc,four,91,1bbl,3.47,3.4,7.0,114.0,5000.0,24,34,6229.0,12.36842105263158,Low,0,1
0,94,volvo,std,two,hatchback,rwd,front,97.2,0.7991350312349833,0.8944444444444445,54.1,3110,ohcf,four,110,2bbl,3.94,2.9,9.0,104.256157635468,6000.0,19,38,7603.0,12.36842105263158,Low,0,1
3,122,volkswagen,std,two,sedan,fwd,front,102.7,0.7539644401729938,0.9333333333333332,55.5,2912,ohc,five,108,2bbl,3.19,3.35,9.4,82.0,5600.0,45,34,15690.0,7.580645161290323,Low,0,1
3,122,volvo,std,four,sedan,fwd,front,95.7,0.762614127823162,0.8861111111111111,54.3,2535,ohc,six,70,mpfi,3.01,3.03,8.0,68.0,4200.0,21,38,34028.0,13.823529411764708,Low,0,1
3,122,dodge,std,two,wagon,rwd,front,91.3,0.8342143200384431,0.95,49.6,2405,ohcf,six,92,2bbl,3.47,3.4,9.5,88.0,4200.0,26,25,6189.0,8.703703703703704,High,0,1
1,93,honda,std,two,sedan,rwd,front,93.7,0.8495915425276309,0.8833333333333333,55.1,2008,dohc,six,122,idi,3.01,3.03,7.0,102.0,5200.0,31,27,6669.0,14.6875,Low,0,1
2,150,alfa-romero,turbo,two,hatchback,fwd,front,98.8,0.8265257087938491,0.9763888888888888,50.8,2191,ohc,four,91,mpfi,3.62,3.35,8.7,73.0,4800.0,26,27,12764.0,12.36842105263158,High,0,0
1,91,mitsubishi,std,four,hatchback,fwd,front,100.4,0.8015377222489188,0.9236111111111112,55.1,2800,ohcv,four,304,mpfi,3.15,3.9,8.4,100.0,5000.0,19,23,10698.0,9.791666666666666,Low,0,1
1,87,toyota,std,two,hatchback,fwd,front,104.5,0.8428640076886112,0.8861111111111111,54.5,1900,ohc,four,97,mpfi,3.61,3.39,9.0,48.0,4750.0,28,32,14399.0,10.217391304347826,Low,0,1
1,102,peugot,turbo,two,convertible,fwd,front,86.6,0.8250840941854877,0.8916666666666667,48.8,2765,ohc,six,120,idi,3.19,3.03,9.4,68.0,5000.0,22,28,8358.0,6.184210526315789,Medium,0,1
0,122,toyota,std,four,sedan,rwd,front,96.5,0.7558865929841423,0.9236111111111112,56.7,2811,dohc,four,121,1bbl,3.63,3.23,9.0,56.0,4800.0,31,24,31600.0,18.07692307692308,Low,0,1
2,122,nissan,std,four,hatchback,rwd,front,94.5,0.8265257087938491,0.8944444444444445,58.7,2385,ohc,four,145,mpfi,3.01,3.03,9.1,207.0,5000.0,19,27,9960.0,7.580645161290323,Medium,0,1
1,85,audi,turbo,two,sedan,fwd,front,114.2,0.9557904853435848,0.8861111111111111,50.8,1989,ohc,four,164,idi,3.62,3.46,9.5,84.0,5000.0,19,22,32528.0,7.833333333333332,Medium,0,1
0,113,toyota,std,two,sedan,fwd,front,104.5,0.9591542527630946,0.8583333333333333,48.8,2300,ohcv,four,122,mpfi,3.39,2.64,23.0,97.0,5250.0,24,32,11694.0,11.190476190476188,Low,0,1
-1,87,plymouth,turbo,four,hatchback,fwd,front,101.2,0.9024507448342144,0.9333333333333332,55.6,2191,ohc,four,146,mpfi,3.62,3.29,9.4,143.0,5250.0,30,31,6575.0,7.580645161290323,Medium,0,1
3,89,toyota,std,four,sedan,rwd,front,89.5,0.8265257087938491,0.9291666666666668,53.7,3060,ohc,four,91,mpfi,3.31,3.4,8.0,68.0,5500.0,26,27,9960.0,10.217391304347826,Low,1,1
3,231,peugot,turbo,four,hatchback,4wd,front,96.5,0.8322921672272945,0.9958333333333332,56.2,2254,ohcf,four,152,mpfi,3.05,3.46,9.4,116.0,5500.0,19,23,5151.0,8.392857142857142,Medium,1,0
1,74,bmw,std,four,sedan,rwd,front,102.7,0.8250840941854877,0.95,52.8,2425,ohc,five,97,spdi,3.15,3.39,9.5,68.0,5600.0,19,34,22470.0,8.703703703703704,Low,0,1
2,122,plymouth,std,four,hatchback,fwd,front,93.7,0.9072561268620856,0.9236111111111112,54.5,1951,ohc,four,141,2bbl,3.7,3.23,9.0,95.0,5000.0,19,24,13295.0,7.833333333333332,Low,0,1
2,103,mazda,std,two,sedan,fwd,front,95.7,0.9082172032676598,0.9958333333333332,55.7,2010,ohc,four,90,spdi,3.39,3.39,8.6,70.0,5400.0,23,33,11048.0,6.184210526315789,Medium,0,1
0,91,mercedes-benz,std,four,hatchback,fwd,front,96.5,0.6780394041326285,0.9111111111111108,52.8,2128,ohcf,four,70,mpfi,2.91,3.29,9.0,162.0,5500.0,49,38,37028.0,13.823529411764708,Low,0,1
3,106,peugot,std,two,sedan,fwd,front,99.1,0.9259971167707832,0.9236111111111112,58.7,2661,ohc,four,140,mpfi,3.19,3.23,9.0,121.0,5500.0,24,32,6692.0,11.190476190476188,Low,0,0
1,256,mercedes-benz,std,two,sedan,fwd,front,93.1,0.8467083133109082,0.9486111111111112,50.8,2414,ohc,six,119,mpfi,2.68,3.35,9.3,155.0,5500.0,31,18,12440.0,8.703703703703704,High,0,1
0,164,nissan,std,two,sedan,fwd,front,91.3,0.8265257087938491,0.9569444444444444,55.5,1951,ohc,four,120,2bbl,3.47,3.03,10.0,92.0,4800.0,31,24,7957.0,11.190476190476188,High,0,1
1,104,nissan,std,four,sedan,fwd,front,93.1,0.9072561268620856,0.9236111111111112,49.7,2017,rotor,four,122,1bbl,3.19,3.46,8.7,110.0,5200.0,24,25,30760.0,7.580645161290323,Low,1,1
2,103,nissan,turbo,two,sedan,fwd,front,94.5,0.8966842864007688,0.9236111111111112,58.7,2380,ohc,five,111,mpfi,2.91,3.64,9.0,88.0,5500.0,17,30,6918.0,13.823529411764708,High,0,1
-1,81,nissan,std,four,sedan,fwd,front,97.2,0.9466602594906296,0.9805555555555556,55.9,2414,l,six,90,spdi,3.74,3.27,9.0,92.0,4800.0,19,31,16630.0,6.351351351351353,Low,0,1
0,101,peugot,turbo,two,wagon,rwd,front,86.6,0.7991350312349833,0.9236111111111112,56.1,2443,ohc,four,97,2bbl,2.97,2.64,22.5,76.0,4900.0,38,37,21485.0,12.36842105263158,Low,0,1
0,161,jaguar,std,two,hatchback,fwd,front,113.0,0.8284478616049976,0.8888888888888888,50.2,2037,ohc,six,152,idi,3.76,3.9,9.3,162.0,5100.0,23,25,5572.0,7.580645161290323,Low,0,1
1,161,mazda,std,four,hatchback,fwd,front,113.0,0.897164824603556,0.8999999999999999,51.6,2410,ohc,four,122,2bbl,3.13,3.4,8.4,62.0,5500.0,31,25,5499.0,7.580645161290323,Low,0,1
1,150,honda,std,two,hardtop,fwd,front,97.3,0.9557904853435848,0.8833333333333333,59.1,2778,ohc,four,92,mpfi,3.58,3.35,9.5,88.0,5100.0,31,24,11900.0,13.823529411764708,Medium,0,1
2,128,volkswagen,std,two,hatchback,fwd,front,95.9,0.8121095627102355,0.8944444444444445,52.6,2236,ohc,six,98,2bbl,3.39,2.07,9.0,84.0,5200.0,17,31,8558.0,8.703703703703704,Low,0,1
0,122,jaguar,turbo,four,hardtop,fwd,front,104.9,0.7991350312349833,0.9402777777777778,56.7,2037,ohc,six,61,2bbl,3.54,3.35,7.5,72.0,4800.0,25,27,7499.0,7.833333333333332,Low,0,0
0,194,peugot,std,four,hatchback,fwd,front,104.9,0.8438250840941854,0.8972222222222221,55.7,4066,ohc,four,110,idi,3.63,3.4,8.5,176.0,6000.0,17,23,18280.0,10.681818181818182,Medium,0,1
-1,122,subaru,std,four,sedan,rwd,front,101.2,0.7208073041806824,0.8861111111111111,56.7,3131,ohcv,four,90,2bbl,3.19,2.64,8.5,70.0,4400.0,35,23,6295.0,7.580645161290323,High,0,1
0,186,honda,std,two,sedan,rwd,front,97.0,0.8817876021143681,0.9097222222222222,59.1,1900,ohc,six,90,2bbl,3.33,3.35,21.0,110.0,4800.0,19,22,9960.0,6.351351351351353,Low,0,1
1,122,mitsubishi,std,two,wagon,fwd,front,88.4,0.7991350312349833,0.8861111111111111,55.7,3049,ohcf,six,91,mpfi,2.91,2.9,9.4,102.0,5500.0,23,22,11048.0,12.36842105263158,Medium,1,1
1,108,mercedes-benz,std,four,hatchback,rwd,front,95.7,0.7630946660259491,0.9236111111111112,55.7,1989,ohc,five,90,idi,3.61,3.4,9.6,62.0,5250.0,24,31,17075.0,9.791666666666666,Medium,0,1
1,93,peugot,std,two,hatchback,fwd,front,88.4,0.9024507448342144,0.9083333333333334,52.6,2926,ohc,four,92,2bbl,3.59,3.86,9.0,82.0,5500.0,24,34,6189.0,7.580645161290323,Low,0,1
0,161,saab,std,two,convertible,rwd,front,101.2,0.810667948101874,0.95,50.2,2300,ohc,four,98,mpfi,2.91,3.07,9.4,94.0,5400.0,28,25,8778.0,8.103448275862071,Medium,0,1
1,104,mitsubishi,std,two,sedan,rwd,front,99.2,0.8966842864007688,0.9111111111111108,58.7,3495,ohc,six,92,idi,3.43,3.4,22.5,68.0,5200.0,17,29,17950.0,10.217391304347826,Low,0,1
1,122,plymouth,turbo,four,hatchback,rwd,front,102.4,0.8294089380105718,0.8861111111111111,50.2,2275,ohc,six,141,mpfi,3.15,3.19,8.5,102.0,5200.0,19,38,6695.0,9.791666666666666,Medium,0,0
2,122,alfa-romero,std,four,hatchback,rwd,front,95.7,0.8178760211436809,0.9083333333333334,53.2,2289,ohcv,four,109,idi,3.54,3.27,22.5,84.0,5100.0,37,38,5389.0,8.392857142857142,Low,0,1
-1,104,mercedes-benz,turbo,four,hatchback,rwd,front,93.0,0.9557904853435848,0.8888888888888888,52.8,2935,ohc,five,110,2bbl,3.62,3.64,9.0,69.0,4200.0,31,34,15690.0,7.580645161290323,Low,0,0
2,118,honda,std,two,hatchback,rwd,front,101.2,0.8409418548774628,0.9111111111111108,49.7,2385,ohc,four,152,mpfi,3.78,3.5,9.0,58.0,5500.0,31,34,15250.0,9.038461538461537,Low,0,0
0,118,audi,std,two,sedan,fwd,front,103.5,0.8337337818356559,0.8944444444444445,52.6,1956,ohc,four,108,mpfi,3.46,3.27,8.0,69.0,4350.0,26,22,9549.0,8.703703703703704,Low,0,1
-1,142,mazda,std,two,sedan,fwd,front,107.9,0.8390197020663143,0.8944444444444445,52.6,2535,ohc,four,79,spdi,3.5,4.17,9.4,76.0,4800.0,31,30,32250.0,9.038461538461537,Low,0,1
1,128,mitsubishi,std,four,sedan,fwd,front,95.3,0.8543969245555022,0.9958333333333332,53.7,2122,ohc,four,258,2bbl,3.62,3.5,9.5,182.0,6000.0,24,28,6695.0,13.823529411764708,Low,0,1
1,164,mitsubishi,std,two,sedan,fwd,front,95.7,0.8438250840941854,0.9958333333333332,56.3,2037,ohcv,six,122,idi,3.39,3.11,21.9,123.0,5000.0,26,29,12290.0,7.833333333333332,Medium,0,1
1,122,saab,turbo,two,hatchback,fwd,front,104.9,0.897164824603556,0.8861111111111111,54.3,2385,ohc,four,92,2bbl,2.91,3.52,9.6,162.0,5400.0,38,37,11259.0,7.833333333333332,Low,0,1
0,161,jaguar,turbo,four,sedan,fwd,front,101.2,0.794329649207112,0.8861111111111111,49.6,2935,ohc,four,98,2bbl,3.27,2.68,9.3,68.0,5500.0,13,25,15580.0,7.580645161290323,Low,0,1
1,161,plymouth,std,four,sedan,rwd,front,98.8,0.8332532436328689,0.9236111111111112,59.8,3715,ohc,six,141,mpfi,3.63,2.36,7.5,73.0,5500.0,19,36,7349.0,8.392857142857142,High,0,1
-2,231,subaru,std,four,hatchback,rwd,front,107.9,0.9072561268620856,0.9333333333333332,52.0,3042,ohc,six,164,2bbl,3.5,3.4,9.1,184.0,5200.0,28,32,6095.0,9.4,Low,1,1
1,148,volkswagen,std,four,sedan,fwd,front,108.0,0.8015377222489188,0.9236111111111112,56.7,1918,ohc,four,90,idi,2.92,3.58,23.0,101.0,4800.0,21,30,18399.0,9.038461538461537,Low,0,1
2,95,mazda,std,four,hatchback,rwd,front,98.4,0.9735703988467084,0.9958333333333332,54.5,3485,ohc,four,121,1bbl,3.15,3.03,8.5,69.0,4800.0,19,29,8358.0,7.833333333333332,Medium,0,1
0,122,bmw,std,two,hatchback,fwd,front,98.4,0.8039404132628545,0.9083333333333334,55.7,1890,ohcv,four,70,mpfi,3.31,3.15,8.8,134.0,4200.0,45,24,18399.0,12.36842105263158,Low,0,1
0,256,subaru,std,four,hatchback,fwd,front,93.1,0.8284478616049976,0.9236111111111112,50.6,2275,ohc,five,234,mpfi,3.31,2.76,9.2,110.0,5250.0,23,33,12964.0,14.6875,High,0,1
1,108,volkswagen,std,four,sedan,fwd,front,95.7,0.8116290245074483,0.9097222222222222,51.6,2024,ohc,four,146,2bbl,3.46,3.15,9.5,110.0,4350.0,23,33,7603.0,7.580645161290323,High,0,1
0,188,mazda,std,two,sedan,rwd,front,93.1,0.7991350312349833,0.9083333333333334,54.4,2380,ohc,four,90,2bbl,3.62,3.4,9.0,116.0,5000.0,19,24,11259.0,6.351351351351353,Medium,0,1
0,148,nissan,std,four,hatchback,fwd,front,96.5,0.8572801537722249,0.8888888888888888,50.8,4066,ohc,twelve,91,2bbl,3.01,3.07,8.3,145.0,6000.0,27,22,6529.0,13.055555555555555,Low,0,1
0,122,volvo,std,two,sedan,fwd,front,94.5,0.9072561268620856,0.9291666666666668,56.2,2443,ohc,six,98,mpfi,3.17,3.15,9.4,84.0,5200.0,24,19,25552.0,9.4,Low,0,1
-1,142,toyota,std,two,wagon,fwd,front,104.3,0.8495915425276309,0.9097222222222222,56.0,2372,l,six,98,mpfi,3.47,3.29,21.5,123.0,5500.0,17,46,7099.0,7.121212121212121,High,0,1
0,91,toyota,std,two,hatchback,fwd,front,99.2,0.7558865929841423,0.9333333333333332,56.1,2833,dohc,four,97,mpfi,3.15,3.41,9.2,56.0,5500.0,20,47,41315.0,11.190476190476188,Low,0,0
1,118,volvo,std,four,hatchback,4wd,front,103.5,0.8486304661220567,0.9083333333333334,52.6,2847,ohcv,six,258,mpfi,3.01,2.07,9.4,68.0,5200.0,19,30,25552.0,8.392857142857142,Medium,1,0
0,231,plymouth,std,two,hatchback,fwd,front,98.4,0.7991350312349833,0.9291666666666668,54.3,1890,ohc,four,140,mpfi,3.19,3.15,8.0,88.0,5400.0,37,28,9639.0,7.833333333333332,Low,1,1
0,129,toyota,std,four,sedan,fwd,front,93.7,0.8226814031715521,0.9430555555555556,55.7,1945,ohc,four,152,mpfi,3.78,3.9,9.3,68.0,5500.0,17,38,7799.0,12.36842105263158,Medium,0,1
1,122,mazda,std,two,sedan,rwd,front,94.5,0.8467083133109082,0.8861111111111111,51.6,1900,l,four,98,2bbl,3.08,3.03,7.7,68.0,5400.0,19,24,6989.0,9.791666666666666,Low,0,1
0,122,peugot,std,four,hatchback,fwd,front,96.9,0.8049014896684287,0.95,52.6,2650,ohc,four,121,2bbl,3.54,3.39,8.8,114.0,6000.0,21,46,5399.0,7.580645161290323,Low,0,1
2,168,subaru,std,two,hatchback,fwd,front,109.1,0.9557904853435848,0.9097222222222222,54.5,2385,ohc,four,119,spfi,3.15,3.86,8.7,101.0,4800.0,20,28,6692.0,9.791666666666666,Low,0,1
-1,134,mazda,std,four,sedan,rwd,front,94.5,0.8250840941854877,0.9333333333333332,50.8,2365,ohc,four,97,2bbl,3.62,3.15,9.0,152.0,5500.0,25,23,13845.0,6.351351351351353,Medium,0,1
1,158,mazda,std,four,sedan,rwd,front,115.6,0.957232099951946,0.8944444444444445,51.4,2109,ohc,six,97,mpfi,3.31,3.35,9.4,88.0,5000.0,27,32,9639.0,10.217391304347826,Medium,0,1
1,164,dodge,turbo,four,convertible,fwd,front,120.9,0.8870735223450265,0.9111111111111108,55.7,3075,ohc,two,121,mpfi,3.78,3.23,23.0,52.0,5500.0,31,38,6669.0,8.392857142857142,Medium,1,1
-1,122,nissan,turbo,four,sedan,rwd,front,94.5,0.7654973570398848,0.8861111111111111,52.5,1713,l,six,122,mpfi,3.62,3.03,9.4,110.0,5500.0,17,32,10698.0,7.580645161290323,Low,0,1
-1,101,nissan,turbo,four,hatchback,fwd,front,96.0,0.810667948101874,0.8861111111111111,54.8,1938,ohc,four,121,idi,2.97,3.46,9.5,69.0,5200.0,18,25,8948.0,6.527777777777778,Low,0,1
3,125,chevrolet,std,four,hatchback,rwd,front,96.9,0.8250840941854877,0.8680555555555556,58.7,2403,ohc,four,134,spdi,3.27,3.03,8.8,55.0,4150.0,16,22,20970.0,6.184210526315789,Medium,0,1
-1,106,subaru,turbo,four,sedan,rwd,front,114.2,0.7491590581451226,0.8944444444444445,52.6,2109,ohc,four,120,2bbl,3.24,3.64,9.4,101.0,4750.0,35,25,8921.0,7.833333333333332,Low,0,1
0,161,mazda,std,four,hatchback,rwd,front,96.3,0.8721768380586257,0.9486111111111112,55.1,2004,l,five,90,2bbl,3.8,3.4,22.5,69.0,4800.0,31,41,5572.0,16.785714285714285,Low,0,1
1,77,nissan,std,two,sedan,fwd,front,102.9,0.8250840941854877,0.8833333333333333,58.7,1909,ohc,five,120,2bbl,3.15,3.86,9.0,114.0,6000.0,30,26,9549.0,9.791666666666666,Medium,0,1
1,81,dodge,std,four,wagon,fwd,front,93.7,0.8250840941854877,0.9569444444444444,50.8,2275,ohc,four,130,2bbl,3.54,3.03,10.0,207.0,5000.0,26,36,12290.0,6.351351351351353,Low,0,1
2,85,bmw,std,two,hatchback,fwd,front,100.4,0.8111484863046613,0.9916666666666668,56.7,2548,ohc,four,97,mpfi,3.19,2.9,7.6,145.0,5200.0,38,38,18950.0,7.580645161290323,Low,1,1
1,161,saab,turbo,two,sedan,rwd,front,93.7,0.8438250840941854,0.8944444444444445,59.1,2265,dohc,four,97,1bbl,3.15,3.15,9.0,68.0,4500.0,19,25,12290.0,15.666666666666664,Low,1,1
-2,101,toyota,std,two,sedan,rwd,front,95.3,0.7558865929841423,0.8944444444444445,50.8,2024,ohcv,four,92,mpfi,3.62,3.39,7.6,95.0,4800.0,26,22,6849.0,6.527777777777778,Medium,0,1
3,137,subaru,turbo,two,sedan,rwd,front,102.4,0.8202787121576165,0.8861111111111111,52.0,2811,ohc,four,209,idi,3.19,3.03,9.2,76.0,5400.0,31,24,7299.0,6.184210526315789,Medium,0,1
1,91,subaru,std,four,wagon,fwd,front,99.1,0.9173474291206152,0.8875,55.7,2414,ohc,four,97,mpfi,3.08,4.17,9.2,76.0,5800.0,24,28,28248.0,12.36842105263158,Medium,0,1
1,134,dodge,std,two,wagon,fwd,front,93.7,0.7539644401729938,0.9083333333333334,55.5,2535,ohc,four,141,mpfi,2.92,3.15,23.0,82.0,5800.0,30,53,36880.0,9.791666666666666,Low,0,1
2,119,nissan,std,two,hatchback,fwd,front,93.7,0.8250840941854877,0.9236111111111112,50.8,1938,ohc,four,110,1bbl,3.63,2.64,7.0,101.0,5800.0,30,31,7609.0,12.36842105263158,Low,0,1
2,87,plymouth,std,two,sedan,fwd,front,100.4,0.8966842864007688,0.9027777777777778,50.8,1950,ohc,four,141,mpfi,3.19,3.39,21.9,70.0,4800.0,27,30,18280.0,10.217391304347826,Low,0,1
0,104,dodge,std,four,sedan,rwd,front,94.5,0.9557904853435848,0.9236111111111112,51.6,2414,ohc,four,121,2bbl,3.15,3.4,9.4,90.0,5250.0,28,33,10295.0,12.36842105263158,Low,0,1
-1,121,toyota,std,four,sedan,fwd,front,93.7,0.810667948101874,0.9236111111111112,55.7,3016,rotor,four,108,mpfi,3.58,2.64,8.5,97.0,4800.0,20,32,12629.0,18.07692307692308,High,1,1
-1,122,toyota,std,four,hatchback,rwd,front,94.5,0.9259971167707832,0.9236111111111112,52.6,1967,ohc,four,92,2bbl,3.19,3.46,9.0,154.0,5800.0,26,23,7603.0,6.184210526315789,Low,0,1
1,122,mazda,std,four,hatchback,fwd,front,96.6,0.8250840941854877,0.9763888888888888,56.7,2326,l,twelve,97,mpfi,3.15,3.08,9.0,69.0,5500.0,19,31,6938.0,6.911764705882352,Low,0,1
1,129,peugot,std,four,sedan,rwd,front,96.5,0.7549255165785679,0.9097222222222222,53.7,2420,dohc,four,130,2bbl,3.15,3.15,8.5,135.0,6600.0,30,24,7799.0,12.36842105263158,Medium,0,1
-1,158,subaru,std,two,sedan,fwd,front,93.7,0.8178760211436809,0.95,55.5,2191,ohc,four,146,mpfi,3.05,3.47,21.5,68.0,6000.0,22,26,32250.0,6.184210526315789,Low,0,1
1,65,honda,std,two,sedan,fwd,front,98.8,0.8966842864007688,0.8875,50.8,2337,ohcf,four,110,2bbl,2.97,2.64,9.0,76.0,5200.0,17,54,9233.0,9.791666666666666,Medium,0,1
1,110,subaru,std,four,wagon,rwd,front,98.4,0.9591542527630946,0.8875,52.8,2921,ohc,four,108,mpfi,3.62,3.41,9.2,86.0,5000.0,30,30,6189.0,7.580645161290323,Low,0,1
2,81,saab,turbo,two,sedan,fwd,front,107.9,0.8495915425276309,0.9236111111111112,56.7,1938,ohc,four,97,mpfi,3.08,3.47,8.0,200.0,5500.0,22,32,8058.0,7.833333333333332,Medium,0,1
0,103,mazda,std,two,sedan,fwd,front,104.3,0.8966842864007688,0.8833333333333333,54.5,3049,ohc,four,183,mpfi,2.91,2.76,9.3,68.0,5400.0,17,28,7609.0,15.666666666666664,Low,0,0
1,122,mazda,turbo,four,hatchback,fwd,front,95.7,0.8409418548774628,0.8944444444444445,55.1,1876,ohc,four,109,mpfi,3.31,3.39,8.5,143.0,4650.0,21,29,9988.0,11.190476190476188,Low,0,1
1,137,toyota,std,two,sedan,rwd,front,96.3,0.794329649207112,0.95,50.2,2579,ohc,four,121,idi,3.58,3.4,8.5,100.0,5500.0,15,38,7499.0,9.4,Medium,0,1
2,161,mitsubishi,turbo,two,sedan,fwd,front,88.6,0.7558865929841423,0.8861111111111111,51.6,3230,ohc,four,97,spdi,3.15,3.39,8.0,64.0,5250.0,31,39,11248.0,9.791666666666666,Low,0,1
3,122,toyota,std,four,hatchback,fwd,front,102.4,0.8659298414223928,0.9402777777777778,54.1,1905,ohc,six,141,mpfi,3.7,3.46,23.0,102.0,5500.0,19,36,7898.0,11.190476190476188,Low,0,1
1,122,jaguar,turbo,two,sedan,rwd,front,106.7,0.8116290245074483,0.9958333333333332,55.1,2833,l,four,91,1bbl,2.54,3.86,21.0,84.0,4200.0,37,31,10945.0,10.681818181818182,Medium,0,1
-1,161,alfa-romero,turbo,two,sedan,rwd,front,86.6,0.9259971167707832,0.8944444444444445,54.5,3034,ohc,four,90,2bbl,3.19,,23.0,114.0,5200.0,19,31,11900.0,9.791666666666666,Medium,0,1
3,85,mazda,std,four,sedan,rwd,front,98.8,0.8015377222489188,0.9236111111111112,49.6,3285,ohc,four,136,mpfi,3.03,3.35,7.5,90.0,4800.0,31,34,5195.0,13.823529411764708,Low,0,1
0,122,honda,std,four,hatchback,fwd,front,93.1,0.8428640076886112,0.8861111111111111,58.7,2340,ohc,four,151,mpfi,3.43,3.52,9.5,94.0,5400.0,30,24,9279.0,8.703703703703704,Low,0,1
0,122,toyota,std,two,hatchback,rwd,front,94.5,0.8202787121576165,0.8833333333333333,58.3,2912,ohc,four,90,2bbl,3.62,3.41,9.0,207.0,5500.0,19,29,7126.0,9.038461538461537,Low,0,1
1,161,mercedes-benz,std,four,sedan,fwd,front,107.9,0.8015377222489188,0.8861111111111111,56.1,2050,ohc,four,120,mpfi,3.62,3.03,9.0,121.0,4800.0,27,28,6575.0,6.184210526315789,Low,0,1
1,122,mercedes-benz,std,four,hatchback,rwd,front,94.5,0.8519942335415667,0.9208333333333332,56.7,3045,ohcf,four,136,mpfi,3.15,3.15,7.5,92.0,5125.369458128079,17,32,13860.0,9.4,Medium,0,1
2,115,subaru,std,four,sedan,fwd,front,93.7,0.7558865929841423,0.8902777777777777,55.5,1989,ohc,four,130,1bbl,3.62,3.23,9.0,152.0,5200.0,31,32,31600.0,6.184210526315789,High,0,1
1,93,volvo,std,four,sedan,fwd,front,99.8,0.8486304661220567,0.9236111111111112,53.7,3515,ohc,four,120,mpfi,3.62,3.64,9.4,72.0,4800.0,37,24,12945.0,11.190476190476188,Low,0,1
0,122,dodge,std,two,hatchback,rwd,front,96.5,0.8337337818356559,0.8833333333333333,50.6,2800,ohcv,four,152,2bbl,3.15,3.64,9.3,160.0,5100.0,37,32,6338.0,8.392857142857142,Low,0,1
2,91,mitsubishi,std,four,hatchback,fwd,front,95.3,0.7558865929841423,0.9666666666666666,49.7,2385,ohc,six,110,mpfi,3.31,3.9,8.0,95.0,4400.0,16,33,16500.0,7.580645161290323,Low,0,1
0,119,toyota,std,four,sedan,fwd,front,97.3,0.9082172032676598,0.9111111111111108,55.7,1985,ohc,four,108,2bbl,3.43,3.5,22.0,104.256157635468,5800.0,24,19,12945.0,13.823529411764708,Low,0,1
